school,type,BA,BA_url,MA,MA_url,lang,lang_url
원광대학교,univ,unknown_year,https://ipsi.wku.ac.kr/main.do,2026_or_older,https://wgs.wku.ac.kr/?page_id=297,2026_or_older,https://kocult.wku.ac.kr/?page_id=78
위덕대학교,univ,2026_or_older,https://ipsi.uu.ac.kr/pdf/0108.pdf,unknown_year,https://grad.uu.ac.kr/enter/enter_body2_20190531.asp,error,https://lang.uu.ac.kr/sub_5/index3.php
유원대학교,univ,2026_or_older,https://www.u1.ac.kr/global/admissions/recruitment.do,2026_or_older,https://graduate.u1.ac.kr/graduate/community/notice.do,2026_or_older,https://www.u1.ac.kr/global/admissions/admissons.do
을지대학교,univ,2027_adiga,adiga_2027 (downloaded),unknown_year,https://admission.eulji.ac.kr/index.html?menuno=2750&bbsno=73316&boardno=545&siteno=195&act=view,error,http://eulji.ac.kr/cile/
이화여자대학교,univ,2027_own,https://admission.ewha.ac.kr/admission/html/main/intro.asp,2027_guide,https://isa.ewha.ac.kr/oisa/1441/subview.do,2026_or_older,https://elc.ewha.ac.kr/elc/main.do
인제대학교,univ,2027_adiga,adiga_2027 (downloaded),2026_or_older,https://cms.inje.ac.kr/graduate/community/notice.do,2027_guide,http://korean.inje.ac.kr/M02/M02_S01.php
인천가톨릭대학교,univ,2026_or_older,https://shin.iccu.ac.kr/bbs/bbs.php?boIdx=353&code=notice&ct=%ED%95%99%EC%82%AC&mode=v&SEARCH_COND=&SEARCH_WORD=,not_found,https://shin.iccu.ac.kr/bbs/bbs.php?boIdx=353&code=notice&ct=%ED%95%99%EC%82%AC&mode=v,not_found,https://www.iccu.ac.kr
인천대학교,univ,2027_own,https://admission.inu.ac.kr/submenu.do?menuurl=OugLlhPCudzQcX0qRXyEuQ%3d%3d&searchNo=&searchtext=%EC%9E%AC%EC%99%B8%EA%B5%AD%EB%AF%BC&boardid=9&categoryid=0&content_type=&pageNo=1,2026_or_older,https://www.inu.ac.kr/bbs/grad/1351/artclList.do,2026_or_older,https://www.inu.ac.kr/inukli/6840/subview.do
인하대학교,univ,2027_adiga,adiga_2027 (downloaded),2027_guide,https://internationalcenter.inha.ac.kr/bbs/internationalcenter/2491/183503/artclView.do,error,https://ltc.inha.ac.kr/
장로회신학대학교,univ,2027_adiga,adiga_2027 (downloaded),2027_guide,https://www.puts.ac.kr/main/iphak_annae_dw/2027/jeon_ilban_sinhak_seok_park.pdf,2026_or_older,https://www.puts.ac.kr/pglc/
전남대학교,univ,not_found,https://admission.jnu.ac.kr/WebApp/web/HOM/COM/Board/board.aspx?boardID=393&bbsMode=view&cate=1567&key=1796,2027_guide,https://international.jnu.ac.kr/Admission/Graduate,2027_guide,https://leckor.jnu.ac.kr/kr/SubPage.aspx?PageCode=020104
전북대학교,univ,2027_own,https://english.jbnu.ac.kr/bbs/english_/5744/393966/artclView.do,2026_or_older,https://ioffice.jbnu.ac.kr/ioffice/31621/subview.do,2026_or_older,https://top.jbnu.ac.kr/sites/lec_korean/index.do
전주대학교,univ,2027_own,https://iphak.jj.ac.kr/iphak/international/resources.do?mode=view&articleNo=523485&title=2027%ED%95%99%EB%85%84%EB%8F%84+%EC%9E%AC%EC%99%B8%EA%B5%AD%EB%AF%BC+%EB%AA%A8%EC%A7%91%EC%9A%94%EA%B0%95+%EA%B3%B5%EC%A7%80,2026_or_older,https://graduate.jj.ac.kr/graduate/apply/guidelinesf.do,2026_or_older,https://oia.jj.ac.kr/oia/kec/entrance.do
제주국제대학교,univ,2027_adiga,adiga_2027 (downloaded),2026_or_older,https://grad.jeju.ac.kr/grad/entrance/recruit.htm,not_found,https://www.jeju.ac.kr/jejuie/korean.htm
제주대학교,univ,2027_adiga,adiga_2027 (downloaded),2026_or_older,https://intl.jejunu.ac.kr/intl/admission/graduateschool.htm,unknown_year,https://intl.jejunu.ac.kr/intl/koreanlanguage.htm
조선대학교,univ,2026_or_older,https://www3.chosun.ac.kr/bbs/global/424/276714/artclView.do,2026_or_older,https://global.chosun.ac.kr/bbs/global/425/276679/artclView.do,2026_or_older,https://lei.chosun.ac.kr/lei/6061/subview.do
중부대학교,univ,unknown_year,https://www.joongbu.ac.kr/menu.es?mid=a60500000000,2026_or_older,https://www.joongbu.ac.kr/board.es?mid=a70108010300&bid=0529,2026_or_older,https://www.joongbu.ac.kr/menu.es?mid=a10104050500
중앙대학교,univ,2027_adiga,adiga_2027 (downloaded),2026_or_older,https://oias.cau.ac.kr/cauoie/grad/notice.do,2026_or_older,https://korean.cau.ac.kr/korean/course.php?mid=m02_01_01
중앙승가대학교,univ,2026_or_older,https://admission.sangha.ac.kr/SANGHA/?ACT=BOARD_FAQ&MODE=VIEW&IDX=1241,2026_or_older,https://admission.sangha.ac.kr/GRADUATE/?ACT=ADMISSION_GRADUATE,not_found,
중원대학교,univ,2027_adiga,adiga_2027 (downloaded),unknown_year,http://intl.jwu.ac.kr,2026_or_older,https://jwukorean.jwu.ac.kr/site/deptSiteView.jwu
차의과학대학교,univ,2027_own,https://admission.cha.ac.kr/%EC%9E%AC%EC%99%B8%EA%B5%AD%EB%AF%BC-%EC%99%B8%EA%B5%AD%EC%9D%B8/%EC%9E%AC%EC%99%B8%EA%B5%AD%EB%AF%BC-%EA%B3%B5%EC%A7%80%EC%82%AC%ED%95%AD/?uid=3310&mod=document&pageid=1,not_found,https://cha.ac.kr,not_found,
창신대학교,univ,2027_adiga,adiga_2027 (downloaded),2026_or_older,https://grad.cs.ac.kr/board/163/view?boardId=99,2026_or_older,https://global.cs.ac.kr/
청운대학교,univ,2027_own,https://enter.chungwoon.ac.kr/enter/selectBbsNttView.do?bbsNo=4&key=128&nttNo=731542,unknown_year,https://home.chungwoon.ac.kr/intro/index.do,not_found,
청주대학교,univ,2027_adiga,adiga_2027 (downloaded),2026_or_older,https://www.cju.ac.kr/ggrad/selectBbsNttView.do?bbsNo=142&nttNo=145832,unknown_year,https://www.cju.ac.kr/intl/contents.do?key=503
초당대학교,univ,unknown_year,https://admission.cdu.ac.kr/,2026_or_older,https://graduate.cdu.ac.kr/,2026_or_older,https://ilec.cdu.ac.kr/
총신대학교,univ,unknown_year,https://iie.csu.ac.kr/,unknown_year,https://cstsent.csu.ac.kr/,2026_or_older,https://iie.csu.ac.kr/
추계예술대학교,univ,unknown_year,https://enter.chugye.ac.kr/,2026_or_older,https://www.chugye.ac.kr/mbs/grad/,2026_or_older,https://www.chugye.ac.kr/mbs/university/subview.jsp?id=university_150203000000
충남대학교,univ,2027_own,https://ipsi.cnu.ac.kr/,2027_guide,http://osaka-koredu.or.kr/bbs/board.php?bo_table=consult&wr_id=77&page=1,2026_or_older,https://dream.cnu.ac.kr/contents/kor_01.php
충북대학교,univ,unknown_year,https://ipsi.chungbuk.ac.kr/kor.do,2026_or_older,https://ipsi.chungbuk.ac.kr/gra.do,2026_or_older,https://oia.cbnu.ac.kr/language/sub.do?menukey=7802
칼빈대학교,univ,2027_adiga,adiga_2027 (downloaded),unknown_year,https://calvininternational.co.kr/,2026_or_older,https://calvininternational.co.kr/
평택대학교,univ,2027_adiga,adiga_2027 (downloaded),2026_or_older,https://graduate.ptu.ac.kr/graduate/3443/subview.do,unknown_year,https://global.ptu.ac.kr/global/6275/subview.do
포항공과대학교,univ,2027_own,https://adm-iu.postech.ac.kr/user/admission/guide/international.do,2027_guide,https://adm-g.postech.ac.kr/,2026_or_older,https://picl.postech.ac.kr/picl/index.do
한경국립대학교,univ,2027_adiga,adiga_2027 (downloaded),2026_or_older,http://ipsi.hknu.kr/help/notice_list.php,2026_or_older,https://global.hknu.ac.kr/trainingProgram.html
한국공학대학교,univ,unknown_year,https://iphak.tukorea.ac.kr/,2026_or_older,https://www.tukorea.ac.kr/graduate/9371/subview.do,2026_or_older,https://www.tukorea.ac.kr/iec/7781/subview.do
한국성서대학교,univ,2027_own,https://ipsi.bible.ac.kr/file/oversea_korean_2027.pdf,unknown_year,https://grad.bible.ac.kr/ko/start/entrance,2027_guide,https://www.bible.ac.kr/ko/center/korean_greet
한국외국어대학교,univ,2027_own,https://international.hufs.ac.kr/sites/international/contents/files/2027spring/HUFS_2027-1_Admission_guide(KOR).pdf,2027_guide,https://dep.hufs.ac.kr/gsit/7397/subview.do,2026_or_older,https://dep.hufs.ac.kr/hufskorean/13767/subview.do
한국체육대학교,univ,2027_adiga,adiga_2027 (downloaded),unknown_year,https://www.knsu.ac.kr/graduipsi/index.do,not_found,
한국침례신학대학교,univ,2027_adiga,adiga_2027 (downloaded),not_found,https://www.kbtus.ac.kr/,not_found,
한국항공대학교,univ,2027_own,https://ibhak.kau.ac.kr/admission/html/abroad/guide.asp,2026_or_older,https://grad.kau.ac.kr/admission/guide_f.php,2026_or_older,http://college.kau.ac.kr/web/pages/gc74994h.do
한남대학교,univ,2026_or_older,https://ibsi.hannam.ac.kr/adms5/foreigner/4_1.asp,unknown_year,https://gra.hannam.ac.kr/,2026_or_older,https://cklks.hnu.kr/kor/main/index.html
한동대학교,univ,2027_adiga,adiga_2027 (downloaded),unknown_year,https://www.handong.edu/kor/admission/gradschool/special_06/,error,https://hgukorean.co.kr/
한림대학교,univ,2027_own,https://admission.hallym.ac.kr/bbs/admission/957/386178/artclView.do,unknown_year,https://www.hallym.ac.kr/grad/3621/subview.do,unknown_year,https://cge.hallym.ac.kr/sites/klec/index.do
한서대학교,univ,2027_adiga,adiga_2027 (downloaded),unknown_year,https://helper.hanseo.ac.kr/html/kr/sub1/sub1_0101.html,unknown_year,https://www.hanseo.ac.kr/sub/info.do?page=01050207&m=010502&s=hs
한성대학교,univ,2026_or_older,https://www.hansung.ac.kr/hansung/6209/subview.do,2026_or_older,https://hansung.ac.kr/gshansung/3430/subview.do,2026_or_older,https://www.hansung.ac.kr/korean/index.do
한세대학교,univ,2026_or_older,http://hsiec.hansei.ac.kr/,unknown_year,http://hsiec.hansei.ac.kr/sub03/sub03_1.html,unknown_year,http://www.hskli.com/sub02/sub02_2.html
한신대학교,univ,2026_or_older,https://www.hs.ac.kr/bbs/interedu/1395/61315/download.do,2026_or_older,https://www.hs.ac.kr/grad_gyeonggi/12983/subview.do,2027_guide,https://www.hs.ac.kr/bbs/interedu/1470/152523/artclView.do
한양대학교,univ,2027_adiga,adiga_2027 (downloaded),2027_guide,https://civil.hanyang.ac.kr/bbs/board.php?bo_table=sub6_1&wr_id=346,2026_or_older,https://iie.hanyang.ac.kr/front/regular/introduce/schedule
한일장신대학교,univ,2027_adiga,adiga_2027 (downloaded),unknown_year,https://www.hanil.ac.kr/portal/ipsi/main/main.do,not_found,
협성대학교,univ,2026_or_older,https://www.uhs.ac.kr/portalBbs/uhs/4/59002/view.do?layout,2026_or_older,https://www.uhs.ac.kr/portalBbs/uhs/4/59002/view.do,unknown_year,https://www.uhs.ac.kr/uhs/191/subview.do
호남대학교,univ,2026_or_older,https://enter.honam.ac.kr/foreignerPDF,2026_or_older,https://graduate.honam.ac.kr/attach/pdfgraduate/20251111092550VRjmouFGFP7LJEWvZiR9.pdf,2026_or_older,https://global.honam.ac.kr/KoreanAdmissionGuide
호서대학교,univ,2026_or_older,https://ipsi.hoseo.ac.kr/submenu.do?menuurl=DgiYv19qOmenudTJ2AKY2A%3D%3D&,2026_or_older,https://gradgate.hoseo.ac.kr/Home/Contents.mbz?action=MAPP_2512152780,unknown_year,https://ieec.hoseo.ac.kr/CmsHome/sub_06.eznic
호원대학교,univ,2026_or_older,https://iecenter.howon.kr/page/page4,not_found,https://iecenter.howon.kr/page/page4,unknown_year,https://iecenter.howon.kr/page/page14
홍익대학교,univ,unknown_year,https://www.hongik.ac.kr/kr/admission/undergraduate-admission.do,2026_or_older,https://www.hongik.ac.kr/en/admissions/apply.do,2027_guide,https://koreanle.hongik.ac.kr:4433/new/education/education_eng_01.php?sMenu=kor21
